,Smiles,descriptor,Common Name
304,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O)O)O)O)O,Train,melibiose
305,CC1=CCC(=C(C)C)CC1,Train,Terpinolene
306,CCCC(=O)CC,Train,3-Hexanone
307,CC(C)CC(=O)OCC(C)C,Train,Isobutyl Isovalerate
308,CCCCOC(=O)CC,Train,Butyl propionate
309,CC1C=CC(=O)O1,Validation,5-Methyl-2(5H)-furanone
310,CCCCOC(=O)CC(=O)C,Validation,Butyl acetoacetate
311,CC(=O)CCC(=O)O,Test,Levulinic Acid
312,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,Train,galactitol
313,COC(=O)C1=CC=CO1,Train,Methyl 2-furoate
314,CCCOC(=O)C1=CC=CO1,Train,Propyl 2-furoate
315,CCOC(=O)C1=CC(=C(C=C1)O)OC,Train,Ethyl vanillate
316,CC(C)C(=O)OC(C)C,Train,Isopropyl Isobutyrate
317,CC1=CC(=CC=C1)C=O,Validation,3-Methylbenzaldehyde
318,CC(=O)OC1CCCCC1,Test,Cyclohexyl Acetate
319,CC(=O)OCC1=CC=CO1,Train,Furfuryl acetate
320,CCCC(=O)OC,Train,Methyl butyrate
321,CCCCC(=O)OC,Train,Methyl Valerate
322,CCC(C)COC(=O)C,Train,2-Methylbutyl Acetate
323,CCCCCOC(=O)CC,Train,Pentyl propionate
324,CCCCCC(=O)OCCC,Train,Propyl Hexanoate
325,CC(=O)OCC1CCCO1,Validation,Tetrahydrofurfuryl Acetate
326,COC1=CC=C(C=C1)C=C,Train,4-Methoxystyrene
327,CCC(=O)OC(C)C,Train,Isopropyl Propionate
328,CCCOC(=O)C(C)C,Train,Propyl Isobutyrate
329,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,Train,dAMP
330,C([C@H]([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O)O,Validation,D-Mannoheptulose
331,CC(C)CCOC(=O)CC(C)C,Train,Isoamyl Isovalerate
332,CCC1CCC(=O)O1,Validation,gamma-Caprolactone
333,CCCC1CCCC(=O)O1,Train,delta-Octanolactone
334,CCCCCC1CCCC(=O)O1,Train,Delta-Decalactone
335,CCCCCCC1CCC(=O)O1,Test,gamma-Decalactone
336,CCCCCCCC1CCCC(=O)O1,Train,Delta-Dodecalactone
337,CC(=C)CCO,Validation,3-Methyl-3-Buten-1-Ol
338,C1CCC(=O)C(=O)C1,Train,"1,2-Cyclohexanedione"
339,CCCCCCCC(=O)C,Train,2-Nonanone
340,CC1CCCC(=O)O1,Train,delta-Hexalactone
341,CCC(C)C(=O)OC,Train,Methyl 2-methylbutyrate
342,CC(C)OC(=O)C1=CC=CC=C1,Train,Isopropyl Benzoate
343,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,Train,adenosine tetraphosphate
344,CC(=O)C1=CC(=C(C=C1)OC)OC,Train,"3',4'-Dimethoxyacetophenone"
345,CC(=CCOC(=O)C)C,Test,Prenyl acetate
346,CC(=O)C1=CC=CO1,Validation,2-Acetylfuran
347,CC1=CC=C(C=C1)C(C)(C)O,Train,2-(4-methylphenyl)propan-2-ol
348,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,Train,Glycyrrhizic acid
349,CC1=CC(=C(C=C1)O)C(=O)C,Test,1450-72-2
350,CC(C=CC1=CC=CC=C1)O,Train,4-Phenyl-3-buten-2-ol
351,CC1(C2CCC(C2)(C1O)C)C,Test,Fenchol
352,CCCCCCC1OCC(O1)CO,Test,Heptanal glyceryl acetal
353,CCCCCCCCC(=O)OC,Test,Methyl Nonanoate
354,C=CCOC(=O)CC1=CC=CC=C1,Train,Allyl phenylacetate
355,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Train,dATP
356,CCCCCCCC(=O)OCCC(C)C,Validation,Isopentyl octanoate
357,CCCCCOC(=O)C1=CC=CC=C1O,Train,Amyl salicylate
358,CCCC(=O)OCC=C,Validation,Allyl butyrate
359,CC(=C)C1CCC(=CC1)C=O,Validation,Perillaldehyde
360,CC(C)COC1=CC2=CC=CC=C2C=C1,Train,2-Isobutoxynaphthalene
361,CCCCCCCCC1CCC(=O)O1,Train,gamma-Dodecalactone
362,CCCCCCOC(=O)C(C)C,Train,Hexyl isobutyrate
363,C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,Train,L-Fucose
364,CCC(C)COC(=O)C(C)CC,Train,2-METHYLBUTYL 2-METHYLBUTYRATE
365,C1=CC=C2C(=C1)C(=O)NS2,Train,2634-33-5
366,CCCCCCOC(=O)CCC,Train,Hexyl Butyrate
367,C=CCOC(=O)CCC1CCCCC1,Test,2705-87-5
368,CC1=CC(=O)CC1,Validation,3-Methyl-2-Cyclopenten-1-One
369,CCCC1=CC(=C(C=C1)O)OC,Train,2-Methoxy-4-Propylphenol
370,CC(C)CC(=O)OCC=C,Train,Allyl Isovalerate
371,C(CO)C(CO)O,Test,"1,2,4-Butanetriol"
372,COC1=NC=CN=C1,Validation,2-Methoxypyrazine
373,CC1C(=O)CCO1,Validation,2-Methyltetrahydrofuran-3-One
374,CCC1=CC=CO1,Train,2-Ethylfuran
375,CCCCC1CCCC(=O)O1,Train,Delta-Nonalactone
376,C(=O)[C@H]([C@@H]([C@H]([C@@H](C(=O)O)O)O)O)O,Validation,d-iduronic acid
377,C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,Train,D-Mannose
378,C1=CC=C(C=C1)OCC(=O)O,Validation,Phenoxyacetic Acid
379,C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,Train,3615-41-6
380,CC1C(=O)C(=C(O1)C)O,Train,3658-77-3
381,C[C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,Train,D-fucopyranose
382,CCCC(=O)C(=O)C,Train,"2,3-Hexanedione"
383,CCCCCCCC(=O)OCC=C,Train,Allyl octanoate
384,CCCC(=O)OC1=CC=CC=C1,Train,phenyl butyrate
385,C1CCC(CC1)OC=O,Train,Cyclohexyl Formate
386,C1CCC2C(C1)CCC(=O)O2,Train,Octahydrocoumarin
387,CCCCC1=CC=CO1,Test,2-Butylfuran
388,CC(CCC=C(C)C)O,Train,6-Methylhept-5-en-2-ol
389,CCC1=CC=C(C=C1)C=O,Train,4-Ethylbenzaldehyde
390,CCCCCC1=CC=CS1,Train,2-Pentylthiophene
391,CCC1=C(C(=O)C=CO1)O,Train,Ethyl maltol
392,CCCCCCOC(C)OCCCCCC,Test,5405-58-3
393,CC(=O)CCC1=CC=C(C=C1)O,Train,4-(4-Hydroxyphenyl)-2-butanone
394,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Train,Vidarabine
395,COC1=CC=CC=C1S,Validation,2-Methoxybenzenethiol
396,CCC(C)C(=O)OCC,Train,Ethyl 2-methylbutyrate
397,CC(C)C(=O)C(=O)C,Train,Acetyl isobutyryl
398,C=CCOC(=O)COC1=CC=CC=C1,Validation,Allyl phenoxyacetate
399,C1[C@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)O,Train,beta-D-Fructopyranose
400,CCCCOC(=O)C1=CC=CC=C1N,Train,Butyl Anthranilate
401,CC(C)COC(=O)C1=CC=CC=C1N,Validation,Isobutyl Anthranilate
402,C(C(C(C(C(C=O)O)O)O)O)O,Validation,Aldohexose
403,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO[C@]5([C@H]([C@@H]([C@H](O5)CO)O)O)CO[C@]6([C@H]([C@@H]([C@H](O6)CO)O)O)CO[C@]7([C@H]([C@@H]([C@H](O7)CO)O,Validation,EINECS 232-684-3
404,CCOC1=CC=C(C=C1)C=O,Train,4-Ethoxybenzaldehyde
405,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,Train,L-Rhamnose
406,CCCCCCCCCCCCC=O,Validation,Tridecanal
407,CCC1=NC=C(N=C1)C,Test,2-Ethyl-5-Methylpyrazine
408,CC1=CCC2C(C1)C2(C)C,Test,3-Carene
409,CC(C)CC(=O)C(=O)C,Train,"5-Methylhexane-2,3-dione"
410,CC1=CCC(CC1)(C(C)CCC=C(C)C)O,Test,beta-Bisabolol
411,CN1C(=O)C2=CC=CC=C2S1(=O)=O,Train,N-Methylsaccharin
412,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,Test,neohesperidin dihydrochalcone
413,CC1CCC(CC1OC(=O)C)C(=C)C,Train,Dihydrocarvyl acetate
414,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N,Train,fludarabine phosphate
415,CC(=O)CCC1=CC(=C(C=C1)O)OC,Test,Vanillylacetone
416,CCC(=O)OCC1=CC=CC=C1,Train,Benzyl Propionate
417,CC(=O)OCCCC1=CC=CC=C1,Train,3-Phenylpropyl acetate
418,CC(=O)CC1=CC=C(C=C1)OC,Test,4-Methoxyphenylacetone
419,C1=CC=C(C=C1)CCCO,Validation,3-Phenylpropan-1-ol
420,COC1=CC=C(C=C1)C=O,Train,4-Methoxybenzaldehyde
421,CCCC(=O)CCC,Test,4-Heptanone
422,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,Train,Dilauryl Thiodipropionate
423,CC1OC(OC(O1)C)C,Validation,Paraldehyde
424,CCCCCC(=O)OCC,Train,Ethyl caproate
425,CCCCCC(=O)OCC=C,Train,Allyl hexanoate
426,CC(C)CCOC(=O)C,Train,Isoamyl Acetate
427,CCCCCCCCCCCCCC(=O)OCC,Validation,Ethyl tetradecanoate
428,CC1(C2CC=C(C1C2)CCO)C,Train,Nopol
429,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,Train,Bcamp
430,CC1=CC=CC=C1OC,Train,2-Methylanisole
431,CCC1C(=O)C(=C(O1)C)O,Train,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone
432,CC(C(C(C(C(C=O)O)O)O)O)O,Test,Antibiotic SF 666
433,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,Validation,Vidarabine monophosphate
434,CCCCCC1CC=CC(=O)O1,Train,Massoia lactone
435,C[C@]12CCC[C@@](C1CC[C@@]34C2CC[C@@](C3)(C(=C)C4)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,Train,AC1L2841
436,CCCC(C)OC(=O)CCC,Train,2-Pentyl butyrate
437,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)N,Train,(4-PHENOXYPHENYL)UREA
438,C(CCN)C[C@H](C(=O)O)N,Train,D-Lysine
439,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Train,adenosine
440,CC(C)C(=O)OCCC(C)CCC=C(C)C,Test,Citronellyl isobutyrate
441,CC1=CC=C(C=C1)C(C)C=O,Train,4-Methylhydratropaldehyde
442,CC(C)C(=O)OCCOC1=CC=CC=C1,Test,Phenoxyethyl isobutyrate
443,CC1=CC=C(C=C1)CC=O,Train,104-09-6
444,CC(=O)CCC1=CC=C(C=C1)OC,Train,4-(4-Methoxyphenyl)-2-butanone
445,C1=CC=C(C=C1)CCCOC=O,Train,3-Phenylpropyl formate
446,C1CCCCCC(=O)OCCOC(=O)CCCCC1,Train,Ethylene brassylate
447,CC(CCC=C(C)C)C=O,Train,"2,6-Dimethyl-5-heptenal"
448,CC(=CC=O)C,Train,3-Methyl-2-butenal
449,CC1=C(C(CC=C1)(C)C)C=O,Train,Safranal
450,CC(C)COC(=O)C1=CC=CC=C1,Train,Isobutyl benzoate
451,CCCCCCCCOC(=O)CC,Test,Octyl propionate
452,CC1(C2CC=C(C1C2)C=O)C,Train,Myrtenal
453,CCCCC(=O)OCCCC,Train,Butyl pentanoate
454,CC(=O)OC1=CC=CC=C1OC,Validation,2-Methoxyphenyl acetate
455,CCC(=O)OCC1=CC=CO1,Train,Furfuryl propionate
456,CCCCCCOC=O,Test,Hexyl formate
457,CCCC(=O)OC(C)C,Train,Isopropyl butyrate
458,CCCCCCCC(=O)OCCCCC,Train,Amyl octanoate
459,CCC1C(=C(C(=O)O1)O)C,Train,698-10-2
460,CCCC(CC1=CC=CC=C1)O,Validation,1-Phenyl-2-pentanol
461,CC(=O)OC1=C(C=C(C=C1)C=O)OC,Test,4-Formyl-2-methoxyphenyl acetate
462,CCCCCCC(=O)CC,Train,3-Nonanone
463,CC1=CCC(C1(C)C)CCOC(=O)C,Train,.alpha.-Campholenyl acetate
464,CC1=CCC(C1(C)C)CCO,Train,1901-38-8
465,CC(CCC=C(C)C)CC(=O)OC,Train,Methyl citronellate
466,CC(C)CCOC(=O)CC(=O)C,Train,Isoamyl acetoacetate
467,CC(CCC1=CC=CC=C1)O,Train,4-Phenyl-2-butanol
468,CCCCCCCOC(=O)C(C)C,Train,Heptyl 2-methylpropanoate
469,CC1C(=O)C(=C(O1)C)OC,Train,4077-47-8
470,CC1C(=O)C(=C(O1)C)OC(=O)C,Validation,4166-20-5
471,CCC(=O)OC1CCCCC1,Train,Cyclohexyl Propionate
472,CCCCCC(=O)OCCC1=CC=CC=C1,Train,2-Phenylethyl hexanoate
473,CC(CCC=C(C)C)CCOCC=O,Train,Citronellyloxyacetaldehyde
474,CCCCCCCCC(=O)OCC=C,Train,Allyl Nonanoate
